user_id,country,account_age_days,transaction_count,historical_amount,registration_date,remittance_id,remittance_number,origin_country,destination_country,source_currency,destination_currency,source_amount,commission_rate,commission_amount,total_debit_amount,exchange_rate,destination_amount,delivery_method,funding_method,status,created_at,beneficiary_id,completed_at,relationship,linked_user,transactions_last_24h,transactions_last_7d,transactions_last_30d,avg_transaction_amount,max_transaction_amount,new_beneficiary,beneficiary_age_days,countries_used_last_30d,failed_transactions,transaction_hour,weekend_transaction,amount_vs_user_average,transaction_velocity_24h,transaction_velocity_7d,new_beneficiary_flag,unusual_hour_flag,weekend_flag,new_corridor_flag,country_diversity_30d,failed_transaction_ratio,historical_avg_amount,historical_max_amount,rule_score,ml_probability,anomaly_score,final_risk_score,fraud_label,amount_bucket,risk_band_experimental,is_cross_border
USR-000065,Guatemala,206,1,98.98,2025-12-19,REM-42-0003618,FID-2026-003618,Guatemala,Estados Unidos,GTQ,USD,374.30,0.019530,7.31,381.61,0.128205,47.99,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-07-13T09:23:09+00:00,BEN-000173,2026-07-13T14:31:09+00:00,Hijo / Hija,0,0,0,0,98.98,98.98,0,451,0,0,9,0,3.78,0,0,0,0,0,0,0,0.000000,98.98,98.98,9.98,0.121286,0.125669,10.89,0,100-499,BAJO,1
USR-000494,Espana,-334,3,980.48,2026-05-07,REM-42-0003619,FID-2026-003619,Espana,Estados Unidos,EUR,USD,205.27,0.035513,7.29,212.56,1.090000,223.74,BANK_DEPOSIT,BANK_TRANSFER,AVAILABLE,2025-06-07T00:34:31+00:00,BEN-001274,,Socio comercial,0,2,2,2,326.83,389.09,1,0,1,1,0,1,0.63,2,2,1,1,1,0,1,0.333333,326.83,389.09,18.50,0.182143,0.493978,29.31,0,100-499,BAJO,1
USR-000331,Estados Unidos,88,3,666.81,2026-04-13,REM-42-0003620,FID-2026-003620,Estados Unidos,Guatemala,USD,GTQ,261.72,0.027398,7.17,268.89,7.800008,2041.42,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-07-10T23:17:21+00:00,BEN-000862,2026-07-11T01:56:21+00:00,Socio comercial,1,0,0,0,222.27,443.22,0,452,0,1,23,0,1.18,0,0,0,0,0,0,0,0.333333,222.27,443.22,12.89,0.142071,0.456342,24.35,0,100-499,BAJO,1
USR-000603,Mexico,141,4,962.06,2025-12-05,REM-42-0003621,FID-2026-003621,Mexico,Canada,MXN,CAD,1379.87,0.020577,28.39,1408.26,0.074324,102.56,WALLET,BANK_TRANSFER,COMPLETED,2026-04-25T10:56:42+00:00,BEN-001539,2026-04-25T13:39:42+00:00,Padre / Madre,0,1,1,1,240.52,379.03,0,79,1,0,10,1,5.74,1,1,0,0,1,0,1,0.000000,240.52,379.03,21.66,0.204714,0.452866,29.93,0,1000-2499,BAJO,1
USR-000045,Guatemala,-34,4,497.33,2025-09-03,REM-42-0003622,FID-2026-003622,Guatemala,Espana,GTQ,EUR,102.54,0.020080,2.06,104.60,0.117619,12.06,WALLET,DIGITAL_WALLET,COMPLETED,2025-07-31T04:54:33+00:00,BEN-000114,2025-07-31T12:47:33+00:00,Amigo / Amiga,0,2,1,1,124.33,207.96,1,0,2,0,4,0,0.82,2,1,1,1,0,0,2,0.000000,124.33,207.96,28.60,0.254286,0.514511,36.60,0,100-499,MEDIO,1
USR-000311,Mexico,143,4,947.29,2026-01-21,REM-42-0003623,FID-2026-003623,Mexico,Espana,MXN,EUR,119.30,0.018670,2.23,121.53,0.050459,6.02,TRANSFER,DEBIT_CARD,COMPLETED,2026-06-13T18:56:18+00:00,BEN-000810,2026-06-14T06:27:18+00:00,Hermano / Hermana,1,0,0,0,236.82,345.94,0,320,0,0,18,1,0.50,0,0,0,0,1,0,0,0.000000,236.82,345.94,4.98,0.085571,0.305551,13.93,0,100-499,BAJO,1
USR-000707,Estados Unidos,-192,1,69.08,2026-04-04,REM-42-0003624,FID-2026-003624,Estados Unidos,Guatemala,USD,GTQ,283.04,0.031052,8.79,291.83,7.800008,2207.71,CASH_PICKUP,DIGITAL_WALLET,PROCESSING,2025-09-24T13:18:29+00:00,BEN-001801,,Hijo / Hija,1,0,0,0,69.08,69.08,0,44,0,1,13,0,4.10,0,0,0,0,0,0,0,1.000000,69.08,69.08,15.76,0.162571,0.400856,24.27,0,100-499,BAJO,1
USR-000365,Mexico,169,3,254.55,2025-08-14,REM-42-0003625,FID-2026-003625,Mexico,Espana,MXN,EUR,508.23,0.018306,9.30,517.53,0.050459,25.64,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-01-30T03:45:41+00:00,BEN-000943,2026-01-30T11:59:41+00:00,Padre / Madre,0,0,0,0,84.85,115.29,0,137,0,0,3,0,5.99,0,0,0,1,0,0,0,0.000000,84.85,115.29,23.51,0.217929,0.233922,23.47,0,500-999,BAJO,1
USR-000532,Estados Unidos,30,3,1005.64,2025-05-22,REM-42-0003626,FID-2026-003626,Estados Unidos,Canada,USD,CAD,71.35,0.024481,1.75,73.10,1.351351,96.42,WALLET,BANK_TRANSFER,AVAILABLE,2025-06-21T04:46:58+00:00,BEN-001372,,Socio comercial,1,1,1,1,335.21,624.33,1,0,1,0,4,1,0.21,1,1,1,1,1,0,1,0.000000,335.21,624.33,18.68,0.183429,0.278028,21.87,0,0-99,BAJO,1
USR-000255,Estados Unidos,390,4,1834.70,2025-05-09,REM-42-0003627,FID-2026-003627,Estados Unidos,Canada,USD,CAD,2620.26,0.030249,79.26,2699.52,1.351351,3540.89,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-06-03T08:39:05+00:00,BEN-000664,2026-06-03T12:42:05+00:00,Socio comercial,0,0,0,0,458.68,704.35,0,361,0,0,8,0,5.71,0,0,0,0,0,0,0,0.000000,458.68,704.35,26.18,0.237000,0.541102,35.96,1,2500+,MEDIO,1
USR-001163,Guatemala,356,5,1988.07,2025-05-24,REM-42-0003628,FID-2026-003628,Guatemala,Mexico,GTQ,MXN,319.21,0.018016,5.75,324.96,2.331000,744.08,CASH_PICKUP,BANK_TRANSFER,AVAILABLE,2026-05-15T03:19:00+00:00,BEN-002943,,Conyuge,0,0,0,0,397.61,704.97,0,115,0,1,3,0,0.80,0,0,0,1,0,0,0,0.200000,397.61,704.97,19.19,0.187071,0.452459,28.31,0,100-499,BAJO,1
USR-000996,Estados Unidos,-115,4,1976.46,2025-11-23,REM-42-0003629,FID-2026-003629,Estados Unidos,Canada,USD,CAD,809.58,0.031277,25.32,834.90,1.351351,1094.03,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-07-31T08:43:23+00:00,BEN-002517,2025-07-31T18:51:23+00:00,Conyuge,0,1,1,1,494.12,918.64,1,4,1,0,8,0,1.64,1,1,1,0,0,0,1,0.000000,494.12,918.64,13.31,0.145071,0.170920,14.63,0,500-999,BAJO,1
USR-000583,Guatemala,283,3,2752.48,2025-09-15,REM-42-0003630,FID-2026-003630,Guatemala,Espana,GTQ,EUR,167.87,0.035847,6.02,173.89,0.117619,19.74,TRANSFER,BANK_TRANSFER,AVAILABLE,2026-06-25T20:30:18+00:00,BEN-001492,,Socio comercial,0,1,1,1,917.49,1253.61,0,221,1,0,20,0,0.18,1,1,0,0,0,0,1,0.000000,917.49,1253.61,11.15,0.129643,0.096266,10.62,0,100-499,BAJO,1
USR-000563,Guatemala,-49,0,0.00,2025-09-30,REM-42-0003631,FID-2026-003631,Guatemala,Estados Unidos,GTQ,USD,69.30,0.027883,1.93,71.23,0.128205,8.88,TRANSFER,BANK_TRANSFER,COMPLETED,2025-08-12T20:12:15+00:00,BEN-001448,2025-08-13T03:03:15+00:00,Hermano / Hermana,0,0,0,0,69.30,69.30,1,5,0,0,20,0,1.00,0,0,1,0,0,1,0,0.000000,69.30,69.30,14.38,0.152714,0.460483,25.46,0,0-99,BAJO,1
USR-000955,Espana,118,6,2071.69,2025-05-18,REM-42-0003632,FID-2026-003632,Espana,Estados Unidos,EUR,USD,168.71,0.026832,4.53,173.24,1.090000,183.89,TRANSFER,BANK_TRANSFER,COMPLETED,2025-09-13T09:04:38+00:00,BEN-002413,2025-09-13T15:14:38+00:00,Padre / Madre,0,6,3,3,345.28,805.61,1,0,1,0,9,1,0.49,6,3,1,0,1,0,1,0.000000,345.28,805.61,23.59,0.218500,0.244826,23.90,0,100-499,BAJO,1
USR-000695,Guatemala,-198,2,494.40,2025-11-13,REM-42-0003633,FID-2026-003633,Guatemala,Canada,GTQ,CAD,629.20,0.023380,14.71,643.91,0.173250,109.01,WALLET,DIGITAL_WALLET,COMPLETED,2025-04-29T04:18:55+00:00,BEN-001769,2025-04-29T06:04:55+00:00,Hermano / Hermana,0,2,2,2,247.20,345.33,1,0,1,0,4,0,2.55,2,2,1,1,0,0,1,0.000000,247.20,345.33,28.36,0.252571,0.353903,30.82,0,500-999,MEDIO,1
USR-000882,Estados Unidos,22,4,1884.18,2026-06-27,REM-42-0003634,FID-2026-003634,Estados Unidos,Espana,USD,EUR,214.94,0.025121,5.40,220.34,0.917431,197.19,CASH_PICKUP,DEBIT_CARD,COMPLETED,2026-07-19T09:54:53+00:00,BEN-002233,2026-07-19T15:09:53+00:00,Conyuge,1,3,1,1,471.05,834.45,0,84,1,2,9,1,0.46,3,1,0,0,1,0,1,0.500000,471.05,834.45,24.97,0.228357,0.226197,24.15,0,100-499,BAJO,1
USR-000171,Espana,-80,6,1590.79,2025-06-20,REM-42-0003635,FID-2026-003635,Espana,Guatemala,EUR,GTQ,190.92,0.031378,5.99,196.91,8.502009,1623.20,TRANSFER,DEBIT_CARD,COMPLETED,2025-04-01T09:53:16+00:00,BEN-000448,2025-04-01T14:25:16+00:00,Conyuge,0,5,4,5,265.13,487.23,1,0,2,0,9,0,0.72,5,4,1,0,0,0,2,0.000000,265.13,487.23,30.42,0.267286,0.320444,30.99,0,100-499,MEDIO,1
USR-001006,Estados Unidos,114,3,624.05,2026-02-06,REM-42-0003636,FID-2026-003636,Estados Unidos,Guatemala,USD,GTQ,466.82,0.018765,8.76,475.58,7.800008,3641.20,WALLET,DEBIT_CARD,PROCESSING,2026-05-31T20:09:39+00:00,BEN-002547,,Padre / Madre,0,3,1,1,208.02,313.13,0,446,1,0,20,1,2.24,3,1,0,0,1,0,1,0.000000,208.02,313.13,22.24,0.208857,0.489047,31.57,0,100-499,MEDIO,1
USR-000176,Estados Unidos,284,3,904.88,2025-06-29,REM-42-0003637,FID-2026-003637,Estados Unidos,Canada,USD,CAD,125.38,0.022245,2.79,128.17,1.351351,169.43,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2026-04-09T18:09:07+00:00,BEN-000462,2026-04-10T01:26:07+00:00,Padre / Madre,0,0,0,0,301.63,755.66,1,0,1,1,18,0,0.42,0,0,1,0,0,0,1,0.333333,301.63,755.66,17.87,0.177643,0.439948,27.01,0,100-499,BAJO,1
USR-000172,Estados Unidos,4,3,979.88,2025-06-02,REM-42-0003638,FID-2026-003638,Estados Unidos,Espana,USD,EUR,206.18,0.032722,6.75,212.93,0.917431,189.16,CASH_PICKUP,DEBIT_CARD,REVIEW_REQUIRED,2025-06-06T18:03:04+00:00,BEN-000453,,Hermano / Hermana,1,3,3,3,326.63,638.77,1,0,2,1,18,0,0.63,3,3,1,0,0,0,2,0.000000,326.63,638.77,29.23,0.258786,0.461816,35.16,0,100-499,MEDIO,1
USR-000832,Guatemala,-371,3,1687.64,2026-05-25,REM-42-0003639,FID-2026-003639,Guatemala,Canada,GTQ,CAD,235.75,0.023422,5.52,241.27,0.173250,40.84,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2025-05-19T21:16:01+00:00,BEN-002107,2025-05-20T05:35:01+00:00,Amigo / Amiga,0,2,2,2,562.55,909.70,1,0,1,2,21,0,0.42,2,2,1,0,0,0,1,0.666667,562.55,909.70,20.19,0.194214,0.175437,19.26,0,100-499,BAJO,1
USR-000615,Espana,70,6,2670.49,2025-11-09,REM-42-0003640,FID-2026-003640,Espana,Guatemala,EUR,GTQ,152.02,0.022688,3.45,155.47,8.502009,1292.48,TRANSFER,DEBIT_CARD,COMPLETED,2026-01-18T22:09:08+00:00,BEN-001571,2026-01-19T07:30:08+00:00,Socio comercial,1,3,1,1,445.08,962.19,0,73,1,0,22,1,0.34,3,1,0,0,1,0,1,0.000000,445.08,962.19,18.10,0.179286,0.183608,18.19,0,100-499,BAJO,1
USR-000444,Estados Unidos,317,3,643.00,2025-07-10,REM-42-0003641,FID-2026-003641,Estados Unidos,Guatemala,USD,GTQ,280.31,0.019189,5.38,285.69,7.800008,2186.42,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-05-23T09:25:32+00:00,BEN-001156,2026-05-23T10:49:32+00:00,Amigo / Amiga,0,0,0,0,214.33,278.29,0,339,1,0,9,1,1.31,0,0,0,0,1,0,1,0.000000,214.33,278.29,12.22,0.137286,0.228365,15.94,0,100-499,BAJO,1
USR-000518,Espana,181,2,799.64,2026-02-25,REM-42-0003642,FID-2026-003642,Espana,Estados Unidos,EUR,USD,180.63,0.025283,4.57,185.20,1.090000,196.89,BANK_DEPOSIT,BANK_TRANSFER,AVAILABLE,2026-08-25T11:18:11+00:00,BEN-001335,,Hijo / Hija,0,0,0,0,399.82,609.11,0,183,0,0,11,0,0.45,0,0,0,0,0,0,0,0.000000,399.82,609.11,6.82,0.098714,0.299925,14.93,0,100-499,BAJO,1
USR-000953,Guatemala,-121,3,1606.13,2026-04-30,REM-42-0003643,FID-2026-003643,Guatemala,Espana,GTQ,EUR,124.58,0.035050,4.37,128.95,0.117619,14.65,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-12-30T21:11:28+00:00,BEN-002411,2025-12-31T01:10:28+00:00,Hijo / Hija,0,0,0,0,535.38,1047.65,1,0,0,0,21,0,0.23,0,0,1,0,0,0,0,0.000000,535.38,1047.65,18.19,0.179929,0.468595,28.22,0,100-499,BAJO,1
USR-000414,Estados Unidos,204,4,552.13,2025-10-22,REM-42-0003644,FID-2026-003644,Estados Unidos,Canada,USD,CAD,109.61,0.021401,2.35,111.96,1.351351,148.12,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-05-14T08:15:12+00:00,BEN-001077,2026-05-14T14:30:12+00:00,Hermano / Hermana,0,4,1,1,138.03,220.68,0,286,1,0,8,0,0.79,4,1,0,0,0,0,1,0.000000,138.03,220.68,20.89,0.199214,0.282554,23.47,0,100-499,BAJO,1
USR-001194,Guatemala,-288,3,1401.33,2026-03-04,REM-42-0003645,FID-2026-003645,Guatemala,Mexico,GTQ,MXN,136.74,0.033008,4.51,141.25,2.331000,318.74,WALLET,BANK_TRANSFER,COMPLETED,2025-05-20T19:47:49+00:00,BEN-003019,2025-05-21T03:25:49+00:00,Conyuge,0,2,2,2,467.11,756.57,1,0,1,0,19,0,0.29,2,2,1,0,0,0,1,0.000000,467.11,756.57,17.21,0.172929,0.485940,28.19,0,100-499,BAJO,1
USR-000298,Mexico,25,3,677.46,2025-03-27,REM-42-0003646,FID-2026-003646,Mexico,Estados Unidos,MXN,USD,277.48,0.019340,5.37,282.85,0.055000,15.26,CASH_PICKUP,BANK_TRANSFER,REVIEW_REQUIRED,2025-04-21T11:39:57+00:00,BEN-000777,,Amigo / Amiga,0,3,3,3,225.82,329.40,1,0,1,1,11,0,1.23,3,3,1,0,0,0,1,0.000000,225.82,329.40,30.36,0.266857,0.475773,36.39,0,100-499,MEDIO,1
USR-000446,Canada,-91,5,2614.88,2025-08-15,REM-42-0003647,FID-2026-003647,Canada,Mexico,CAD,MXN,117.35,0.021831,2.56,119.91,13.454545,1578.89,TRANSFER,BANK_TRANSFER,AVAILABLE,2025-05-16T19:32:52+00:00,BEN-001162,,Conyuge,0,5,5,5,522.98,1181.00,1,0,1,1,19,0,0.22,5,5,1,0,0,0,1,0.200000,522.98,1181.00,28.31,0.252214,0.268666,27.80,0,100-499,BAJO,1
USR-001119,Canada,36,4,1350.11,2026-03-22,REM-42-0003648,FID-2026-003648,Canada,Estados Unidos,CAD,USD,54.54,0.026427,1.44,55.98,0.740000,40.36,TRANSFER,BANK_TRANSFER,REVIEW_REQUIRED,2026-04-27T20:10:37+00:00,BEN-002841,,Hijo / Hija,0,1,1,1,337.53,707.62,0,152,1,1,20,0,0.16,1,1,0,0,0,0,1,0.000000,337.53,707.62,13.03,0.143071,0.220617,16.19,0,0-99,BAJO,1
USR-000364,Estados Unidos,16,3,1071.85,2025-06-17,REM-42-0003649,FID-2026-003649,Estados Unidos,Canada,USD,CAD,191.15,0.030530,5.84,196.99,1.351351,258.31,TRANSFER,BANK_TRANSFER,COMPLETED,2025-07-03T19:22:41+00:00,BEN-000941,2025-07-04T03:24:41+00:00,Conyuge,0,1,1,1,357.28,559.44,1,0,1,0,19,0,0.54,1,1,1,0,0,0,1,0.000000,357.28,559.44,15.09,0.157786,0.201090,16.85,0,100-499,BAJO,1
USR-001054,Mexico,-46,1,107.58,2025-05-10,REM-42-0003650,FID-2026-003650,Mexico,Espana,MXN,EUR,464.59,0.022859,10.62,475.21,0.050459,23.44,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2025-03-25T08:53:35+00:00,BEN-002671,2025-03-25T19:41:35+00:00,Amigo / Amiga,0,1,1,1,107.58,107.58,1,0,1,0,8,0,4.32,1,1,1,0,0,0,1,0.000000,107.58,107.58,25.30,0.230714,0.471305,32.94,0,100-499,MEDIO,1
USR-000945,Canada,170,7,1538.12,2025-03-25,REM-42-0003651,FID-2026-003651,Canada,Estados Unidos,CAD,USD,234.82,0.019133,4.49,239.31,0.740000,173.77,WALLET,DIGITAL_WALLET,COMPLETED,2025-09-11T03:25:37+00:00,BEN-002388,2025-09-11T11:38:37+00:00,Hijo / Hija,1,1,1,1,219.73,338.99,0,77,1,0,3,0,1.07,1,1,0,1,0,0,1,0.000000,219.73,338.99,21.34,0.202429,0.254245,22.77,0,100-499,BAJO,1
USR-000585,Guatemala,-137,1,317.39,2026-04-14,REM-42-0003652,FID-2026-003652,Guatemala,Estados Unidos,GTQ,USD,214.80,0.024611,5.29,220.09,0.128205,27.54,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-11-28T18:00:56+00:00,BEN-001495,2025-11-29T02:57:56+00:00,Amigo / Amiga,0,0,0,0,317.39,317.39,0,236,1,1,18,0,0.68,0,0,0,0,0,0,1,1.000000,317.39,317.39,9.74,0.119571,0.359034,18.90,0,100-499,BAJO,1
USR-000993,Guatemala,84,2,1515.44,2025-08-22,REM-42-0003653,FID-2026-003653,Guatemala,Mexico,GTQ,MXN,82.85,0.028319,2.35,85.20,2.331000,193.12,TRANSFER,DIGITAL_WALLET,REJECTED,2025-11-14T20:55:00+00:00,BEN-002508,,Hijo / Hija,1,1,1,1,757.72,1098.58,0,68,1,2,20,0,0.11,1,1,0,0,0,0,1,0.500000,757.72,1098.58,27.28,0.244857,0.279419,27.51,1,0-99,BAJO,1
USR-000226,Guatemala,-97,3,336.23,2025-09-05,REM-42-0003654,FID-2026-003654,Guatemala,Espana,GTQ,EUR,190.06,0.026412,5.02,195.08,0.117619,22.35,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2025-05-31T17:29:28+00:00,BEN-000590,2025-06-01T04:22:28+00:00,Socio comercial,0,1,1,1,112.08,200.90,1,0,1,0,17,1,1.70,1,1,1,0,1,0,1,0.000000,112.08,200.90,21.01,0.200071,0.285802,23.66,0,100-499,BAJO,1
USR-000630,Espana,27,1,421.05,2025-11-24,REM-42-0003655,FID-2026-003655,Espana,Estados Unidos,EUR,USD,172.33,0.029380,5.06,177.39,1.090000,187.84,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-12-21T11:48:50+00:00,BEN-001609,2025-12-21T13:38:50+00:00,Conyuge,0,1,1,1,421.05,421.05,0,229,1,0,11,1,0.41,1,1,0,0,1,0,1,0.000000,421.05,421.05,22.28,0.209143,0.248048,23.16,1,100-499,BAJO,1
USR-000239,Espana,-205,3,2829.97,2026-04-21,REM-42-0003656,FID-2026-003656,Espana,Guatemala,EUR,GTQ,422.76,0.019863,8.40,431.16,8.502009,3594.31,WALLET,BANK_TRANSFER,COMPLETED,2025-09-28T12:06:40+00:00,BEN-000620,2025-09-28T18:48:40+00:00,Padre / Madre,0,1,1,1,943.32,1740.55,0,119,1,0,12,1,0.45,1,1,0,0,1,0,1,0.000000,943.32,1740.55,11.72,0.133714,0.409080,21.94,0,100-499,BAJO,1
USR-000834,Estados Unidos,100,2,205.81,2026-03-07,REM-42-0003657,FID-2026-003657,Estados Unidos,Guatemala,USD,GTQ,1826.75,0.018439,33.68,1860.43,7.800008,14248.66,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-06-15T03:21:25+00:00,BEN-002114,2026-06-15T10:18:25+00:00,Conyuge,1,1,1,1,102.91,150.50,0,34,1,0,3,0,17.75,1,1,0,1,0,0,1,0.000000,102.91,150.50,24.13,0.222357,0.306537,26.41,0,1000-2499,BAJO,1
USR-001098,Espana,-176,4,1588.97,2025-11-05,REM-42-0003658,FID-2026-003658,Espana,Estados Unidos,EUR,USD,519.81,0.030030,15.61,535.42,1.090000,566.59,WALLET,DEBIT_CARD,COMPLETED,2025-05-13T12:16:31+00:00,BEN-002783,2025-05-13T22:41:31+00:00,Padre / Madre,1,4,3,3,397.24,529.55,0,37,1,0,12,0,1.31,4,3,0,0,0,1,1,0.000000,397.24,529.55,21.65,0.204643,0.229011,22.09,0,500-999,BAJO,1
USR-001119,Canada,-72,5,1404.65,2026-03-22,REM-42-0003659,FID-2026-003659,Canada,Estados Unidos,CAD,USD,214.37,0.030474,6.53,220.90,0.740000,158.63,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-01-09T01:24:01+00:00,BEN-002842,2026-01-09T03:38:01+00:00,Hijo / Hija,0,2,2,2,280.93,707.62,1,0,1,1,1,0,0.76,2,2,1,1,0,0,1,0.200000,280.93,707.62,21.56,0.204000,0.374975,27.14,0,100-499,BAJO,1
USR-000713,Canada,142,1,377.73,2025-09-04,REM-42-0003660,FID-2026-003660,Canada,Mexico,CAD,MXN,406.79,0.027464,11.17,417.96,13.454545,5473.17,WALLET,DIGITAL_WALLET,COMPLETED,2026-01-24T21:21:19+00:00,BEN-001817,2026-01-25T05:22:19+00:00,Padre / Madre,0,1,1,1,377.73,377.73,0,228,1,0,21,1,1.08,1,1,0,0,1,0,1,0.000000,377.73,377.73,12.83,0.141643,0.184814,14.81,0,100-499,BAJO,1
USR-000707,Estados Unidos,36,2,352.12,2026-04-04,REM-42-0003661,FID-2026-003661,Estados Unidos,Guatemala,USD,GTQ,106.68,0.035644,3.80,110.48,7.800008,832.10,WALLET,BANK_TRANSFER,PROCESSING,2026-05-10T22:15:53+00:00,BEN-001801,,Hijo / Hija,1,0,0,0,176.06,283.04,0,272,0,1,22,1,0.61,0,0,0,0,1,0,0,0.500000,176.06,283.04,8.46,0.110429,0.406415,19.72,0,100-499,BAJO,1
USR-000236,Mexico,229,3,442.29,2025-07-15,REM-42-0003662,FID-2026-003662,Mexico,Canada,MXN,CAD,200.67,0.032077,6.44,207.11,0.074324,14.91,WALLET,DIGITAL_WALLET,PROCESSING,2026-03-01T16:59:41+00:00,BEN-000614,,Padre / Madre,0,0,0,0,147.43,197.71,0,101,0,0,16,1,1.36,0,0,0,0,1,0,0,0.000000,147.43,197.71,11.42,0.131571,0.155899,12.88,0,100-499,BAJO,1
USR-000848,Estados Unidos,192,3,846.82,2025-05-12,REM-42-0003663,FID-2026-003663,Estados Unidos,Guatemala,USD,GTQ,94.62,0.022902,2.17,96.79,7.800008,738.04,TRANSFER,DIGITAL_WALLET,REVIEW_REQUIRED,2025-11-20T17:36:46+00:00,BEN-002152,,Amigo / Amiga,1,1,1,1,282.27,459.04,1,0,1,1,17,0,0.34,1,1,1,0,0,0,1,0.000000,282.27,459.04,16.25,0.166071,0.273388,20.13,0,0-99,BAJO,1
USR-000838,Estados Unidos,-100,3,790.09,2025-10-14,REM-42-0003664,FID-2026-003664,Estados Unidos,Canada,USD,CAD,398.63,0.030865,12.30,410.93,1.351351,538.69,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-07-06T23:40:25+00:00,BEN-002125,2025-07-07T01:58:25+00:00,Socio comercial,0,2,1,1,263.36,361.19,0,48,1,0,23,1,1.51,2,1,0,0,1,0,1,0.000000,263.36,361.19,15.10,0.157857,0.158617,15.37,0,100-499,BAJO,1
USR-000081,Espana,4,4,935.95,2026-03-24,REM-42-0003665,FID-2026-003665,Espana,Guatemala,EUR,GTQ,145.56,0.029602,4.31,149.87,8.502009,1237.55,TRANSFER,BANK_TRANSFER,PROCESSING,2026-03-28T08:11:34+00:00,BEN-000210,,Hijo / Hija,0,4,2,2,233.99,453.88,0,111,1,0,8,1,0.62,4,2,0,0,1,0,1,0.000000,233.99,453.88,12.25,0.137500,0.359862,20.56,0,100-499,BAJO,1
USR-000044,Mexico,257,4,1466.01,2025-06-11,REM-42-0003666,FID-2026-003666,Mexico,Estados Unidos,MXN,USD,185.10,0.018339,3.39,188.49,0.055000,10.18,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-02-23T21:35:10+00:00,BEN-000111,2026-02-24T06:10:10+00:00,Hijo / Hija,0,3,1,1,366.50,468.69,0,64,1,0,21,0,0.51,3,1,0,0,0,0,1,0.000000,366.50,468.69,24.92,0.228000,0.339652,28.09,0,100-499,BAJO,1
USR-000600,Canada,-150,3,1057.91,2026-06-01,REM-42-0003667,FID-2026-003667,Canada,Espana,CAD,EUR,241.62,0.019670,4.75,246.37,0.678899,164.04,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-01-02T13:48:26+00:00,BEN-001534,2026-01-03T00:15:26+00:00,Conyuge,1,2,2,2,352.64,644.07,0,186,1,0,13,0,0.69,2,2,0,0,0,0,1,0.000000,352.64,644.07,15.64,0.161714,0.361664,22.82,0,100-499,BAJO,1
USR-000897,Guatemala,247,5,1313.25,2025-06-10,REM-42-0003668,FID-2026-003668,Guatemala,Espana,GTQ,EUR,1026.66,0.028613,29.38,1056.04,0.117619,120.75,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-02-12T18:32:23+00:00,BEN-002266,2026-02-13T00:46:23+00:00,Padre / Madre,1,4,2,2,262.65,552.70,0,188,1,0,18,0,3.91,4,2,0,0,0,0,1,0.000000,262.65,552.70,22.66,0.211857,0.383412,28.15,0,1000-2499,BAJO,1
USR-000338,Mexico,150,2,847.43,2025-11-18,REM-42-0003669,FID-2026-003669,Mexico,Estados Unidos,MXN,USD,133.63,0.018117,2.42,136.05,0.055000,7.35,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2026-04-17T17:33:08+00:00,BEN-000876,2026-04-17T20:08:08+00:00,Padre / Madre,0,1,1,1,423.72,628.89,0,319,2,0,17,0,0.32,1,1,0,0,0,0,2,0.000000,423.72,628.89,8.74,0.112429,0.224610,13.54,0,100-499,BAJO,1
USR-001072,Canada,105,3,648.92,2025-07-17,REM-42-0003670,FID-2026-003670,Canada,Mexico,CAD,MXN,215.38,0.025246,5.44,220.82,13.454545,2897.84,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-10-30T19:44:59+00:00,BEN-002723,2025-10-31T07:27:59+00:00,Amigo / Amiga,1,1,1,1,216.31,271.78,1,0,1,0,19,0,1.00,1,1,1,0,0,0,1,0.000000,216.31,271.78,23.91,0.220786,0.291354,25.74,0,100-499,BAJO,1
